frame,point_index,r,g,b
9,4,0,0,0
9,5,0,0,0
9,6,0,0,0
9,7,0,0,0
9,8,0,0,0
9,9,0,0,0
9,10,0,0,0
9,11,0,0,0
9,12,0,0,0
10,0,0,0,0
10,1,0,0,0
10,2,0,0,0
10,3,0,0,0
10,4,0,0,0
10,5,0,0,0
10,6,0,0,0
10,7,0,0,0
10,8,0,0,0
10,9,0,0,0
10,10,0,0,0
10,11,0,0,0
10,12,0,0,0
11,0,0,0,0
11,1,0,0,0
11,2,0,0,0
11,3,0,0,0
11,4,0,0,0
11,5,0,0,0
11,6,0,0,0
11,7,0,0,0
11,8,0,0,0
11,9,0,0,0
11,10,0,0,0
11,11,0,0,0
11,12,0,0,0
12,0,0,0,0
12,1,0,0,0
12,2,0,0,0
12,3,0,0,0
12,4,0,0,0
12,5,0,0,0
12,6,0,0,0
12,7,0,0,0
12,8,0,0,0
12,9,0,0,0
12,10,0,0,0
12,11,0,0,0
12,12,0,0,0
13,0,0,0,0
13,1,0,0,0
13,2,0,0,0
13,3,0,0,0
13,4,0,0,0
13,5,0,0,0
13,6,0,0,0
13,7,0,0,0
13,8,0,0,0
13,9,0,0,0
13,10,0,0,0
13,11,0,0,0
13,12,0,0,0
14,0,0,0,0
14,1,0,0,0
14,2,0,0,0
14,3,0,0,0
14,4,0,0,0
14,5,0,0,0
14,6,0,0,0
14,7,0,0,0
14,8,0,0,0
14,9,0,0,0
14,10,0,0,0
14,11,0,0,0
14,12,0,0,0
15,0,0,0,0
15,1,0,0,0
15,2,0,0,0
15,3,0,0,0
15,4,0,0,0
15,5,0,0,0
15,6,0,0,0
15,7,0,0,0
15,8,0,0,0
15,9,0,0,0
15,10,0,0,0
15,11,0,0,0
15,12,0,0,0
16,0,0,0,0
16,1,0,0,0
16,2,0,0,0
16,3,0,0,0
16,4,0,0,0
16,5,0,0,0
16,6,0,0,0
16,7,0,0,0
16,8,0,0,0
16,9,0,0,0
16,10,0,0,0
16,11,0,0,0
16,12,0,0,0
17,0,0,0,0
17,1,0,0,0
17,2,0,0,0
17,3,0,0,0
17,4,0,0,0
17,5,0,0,0
17,6,0,0,0
17,7,0,0,0
17,8,0,0,0
17,9,0,0,0
17,10,0,0,0
17,11,0,0,0
17,12,0,0,0
18,0,0,0,0
18,1,0,0,0
18,2,0,0,0
18,3,0,0,0
18,4,0,0,0
18,5,0,0,0
18,6,0,0,0
18,7,0,0,0
18,8,0,0,0
18,9,0,0,0
18,10,0,0,0
18,11,0,0,0
18,12,0,0,0
19,0,0,0,0
19,1,0,0,0
19,2,0,0,0
19,3,0,0,0
19,4,0,0,0
19,5,0,0,0
19,6,0,0,0
19,7,0,0,0
19,8,0,0,0
19,9,0,0,0
19,10,0,0,0
19,11,0,0,0
19,12,0,0,0
20,0,0,0,0
20,1,0,0,0
20,2,0,0,0
20,3,0,0,0
20,4,0,0,0
20,5,0,0,0
20,6,0,0,0
20,7,0,0,0
20,8,0,0,0
20,9,0,0,0
20,10,0,0,0
20,11,0,0,0
20,12,0,0,0
21,0,0,0,0
21,1,0,0,0
21,2,0,0,0
21,3,0,0,0
21,4,0,0,0
21,5,0,0,0
21,6,0,0,0
21,7,0,0,0
21,8,0,0,0
21,9,0,0,0
21,10,0,0,0
21,11,0,0,0
21,12,0,0,0
22,0,0,0,0
22,1,0,0,0
22,2,0,0,0
22,3,0,0,0
22,4,0,0,0
22,5,0,0,0
22,6,0,0,0
22,7,0,0,0
22,8,0,0,0
22,9,0,0,0
22,10,0,0,0
22,11,0,0,0
22,12,0,0,0
23,0,0,0,0
23,1,0,0,0
23,2,0,0,0
23,3,0,0,0
23,4,0,0,0
23,5,0,0,0
23,6,0,0,0
23,7,0,0,0
23,8,0,0,0
23,9,0,0,0
23,10,0,0,0
23,11,0,0,0
23,12,0,0,0
24,0,0,0,0
24,1,0,0,0
24,2,0,0,0
24,3,0,0,0
24,4,0,0,0
24,5,0,0,0
24,6,0,0,0
24,7,0,0,0
24,8,0,0,0
24,9,0,0,0
24,10,0,0,0
24,11,0,0,0
24,12,0,0,0
25,0,0,0,0
25,1,0,0,0
25,2,0,0,0
25,3,0,0,0
25,4,0,0,0
25,5,0,0,0
25,6,0,0,0
25,7,0,0,0
25,8,0,0,0
25,9,0,0,0
25,10,0,0,0
25,11,0,0,0
25,12,0,0,0
26,0,0,0,0
26,1,0,0,0
26,2,0,0,0
26,3,0,0,0
26,4,0,0,0
26,5,0,0,0
26,6,0,0,0
26,7,0,0,0
26,8,0,0,0
26,9,0,0,0
26,10,0,0,0
26,11,0,0,0
26,12,0,0,0
27,0,0,0,0
27,1,0,0,0
27,2,0,0,0
27,3,0,0,0
27,4,0,0,0
27,5,0,0,0
27,6,0,0,0
27,7,0,0,0
27,8,0,0,0
27,9,0,0,0
27,10,0,0,0
27,11,0,0,0
27,12,0,0,0
28,0,0,0,0
28,1,0,0,0
28,2,0,0,0
28,3,0,0,0
28,4,0,0,0
28,5,0,0,0
28,6,0,0,0
28,7,0,0,0
28,8,0,0,0
28,9,0,0,0
28,10,0,0,0
28,11,0,0,0
28,12,0,0,0
29,0,0,0,0
29,1,0,0,0
29,2,0,0,0
29,3,0,0,0
29,4,0,0,0
29,5,0,0,0
29,6,0,0,0
29,7,0,0,0
29,8,0,0,0
29,9,0,0,0
29,10,0,0,0
29,11,0,0,0
29,12,0,0,0
30,0,0,0,0
30,1,0,0,0
30,2,0,0,0
30,3,0,0,0
30,4,0,0,0
30,5,0,0,0
30,6,0,0,0
30,7,0,0,0
30,8,0,0,0
30,9,0,0,0
30,10,0,0,0
30,11,0,0,0
30,12,0,0,0
31,0,0,0,0
31,1,0,0,0
31,2,0,0,0
31,3,0,0,0
31,4,0,0,0
31,5,0,0,0
31,6,0,0,0
31,7,0,0,0
31,8,0,0,0
31,9,0,0,0
31,10,0,0,0
31,11,0,0,0
31,12,0,0,0
32,0,0,0,0
32,1,0,0,0
32,2,0,0,0
32,3,0,0,0
32,4,0,0,0
32,5,0,0,0
32,6,0,0,0
32,7,0,0,0
32,8,0,0,0
32,9,0,0,0
32,10,0,0,0
32,11,0,0,0
32,12,0,0,0
33,0,0,0,0
33,1,0,0,0
33,2,0,0,0
33,3,0,0,0
33,4,0,0,0
33,5,0,0,0
33,6,0,0,0
33,7,0,0,0
33,8,0,0,0
33,9,0,0,0
33,10,0,0,0
33,11,0,0,0
33,12,0,0,0
34,0,0,0,0
34,1,0,0,0
34,2,0,0,0
34,3,0,0,0
34,4,0,0,0
34,5,0,0,0
34,6,0,0,0
34,7,0,0,0
34,8,0,0,0
34,9,0,0,0
34,10,0,0,0
34,11,0,0,0
34,12,0,0,0
35,0,0,0,0
35,1,0,0,0
35,2,0,0,0
35,3,0,0,0
35,4,0,0,0
35,5,0,0,0
35,6,0,0,0
35,7,0,0,0
35,8,0,0,0
35,9,0,0,0
35,10,0,0,0
35,11,0,0,0
35,12,0,0,0
36,0,0,0,0
36,1,0,0,0
36,2,0,0,0
36,3,0,0,0
36,4,0,0,0
36,5,0,0,0
36,6,0,0,0
36,7,0,0,0
36,8,0,0,0
36,9,0,0,0
36,10,0,0,0
36,11,0,0,0
36,12,0,0,0
37,0,0,0,0
37,1,0,0,0
37,2,0,0,0
37,3,0,0,0
37,4,0,0,0
37,5,0,0,0
37,6,0,0,0
37,7,0,0,0
37,8,0,0,0
37,9,0,0,0
37,10,0,0,0
37,11,0,0,0
37,12,0,0,0
38,0,0,0,0
38,1,0,0,0
38,2,0,0,0
38,3,0,0,0
38,4,0,0,0
38,5,0,0,0
38,6,0,0,0
38,7,0,0,0
38,8,0,0,0
38,9,0,0,0
38,10,0,0,0
38,11,0,0,0
38,12,0,0,0
39,0,0,0,0
39,1,0,0,0
39,2,0,0,0
39,3,0,0,0
39,4,0,0,0
39,5,0,0,0
39,6,0,0,0
39,7,0,0,0
39,8,0,0,0
39,9,0,0,0
39,10,0,0,0
39,11,0,0,0
39,12,0,0,0
40,0,0,0,0
40,1,0,0,0
40,2,0,0,0
40,3,0,0,0
40,4,0,0,0
40,5,0,0,0
40,6,0,0,0
40,7,0,0,0
40,8,0,0,0
40,9,0,0,0
40,10,0,0,0
40,11,0,0,0
40,12,0,0,0
41,0,0,0,0
41,1,0,0,0
41,2,0,0,0
41,3,0,0,0
41,4,0,0,0
41,5,0,0,0
41,6,0,0,0
41,7,0,0,0
41,8,0,0,0
41,9,0,0,0
41,10,0,0,0
41,11,0,0,0
41,12,0,0,0
42,0,0,0,0
42,1,0,0,0
42,2,0,0,0
42,3,0,0,0
42,4,0,0,0
42,5,0,0,0
42,6,0,0,0
42,7,0,0,0
42,8,0,0,0
42,9,0,0,0
42,10,0,0,0
42,11,0,0,0
42,12,0,0,0
43,0,0,0,0
43,1,0,0,0
43,2,0,0,0
43,3,0,0,0
43,4,0,0,0
43,5,0,0,0
43,6,0,0,0
43,7,0,0,0
43,8,0,0,0
43,9,0,0,0
43,10,0,0,0
43,11,0,0,0
43,12,0,0,0
44,0,0,0,0
44,1,0,0,0
44,2,0,0,0
44,3,0,0,0
44,4,0,0,0
44,5,0,0,0
44,6,0,0,0
44,7,0,0,0
44,8,0,0,0
44,9,0,0,0
44,10,0,0,0
44,11,0,0,0
44,12,0,0,0
45,0,0,0,0
45,1,0,0,0
45,2,0,0,0
45,3,0,0,0
45,4,0,0,0
45,5,0,0,0
45,6,0,0,0
45,7,0,0,0
45,8,0,0,0
45,9,0,0,0
45,10,0,0,0
45,11,0,0,0
45,12,0,0,0
46,0,0,0,0
46,1,0,0,0
46,2,0,0,0
46,3,0,0,0
46,4,0,0,0
46,5,0,0,0
46,6,0,0,0
46,7,0,0,0
46,8,0,0,0
46,9,0,0,0
46,10,0,0,0
46,11,0,0,0
46,12,0,0,0
47,0,0,0,0
47,1,0,0,0
47,2,0,0,0
47,3,0,0,0
47,4,0,0,0
47,5,0,0,0
47,6,0,0,0
47,7,0,0,0
47,8,0,0,0
47,9,0,0,0
47,10,0,0,0
47,11,0,0,0
47,12,0,0,0
48,0,0,0,0
48,1,0,0,0
48,2,0,0,0
48,3,0,0,0
48,4,0,0,0
48,5,0,0,0
48,6,0,0,0
48,7,0,0,0
48,8,0,0,0
48,9,0,0,0
48,10,0,0,0
48,11,0,0,0
48,12,0,0,0
49,0,0,0,0
49,1,0,0,0
49,2,0,0,0
49,3,0,0,0
49,4,0,0,0
49,5,0,0,0
49,6,0,0,0
49,7,0,0,0
49,8,0,0,0
49,9,0,0,0
49,10,0,0,0
49,11,0,0,0
49,12,0,0,0
50,0,0,0,0
50,1,0,0,0
50,2,0,0,0
50,3,0,0,0
50,4,0,0,0
50,5,0,0,0
50,6,0,0,0
50,7,0,0,0
50,8,0,0,0
50,9,0,0,0
50,10,0,0,0
50,11,0,0,0
50,12,0,0,0
51,0,0,0,0
51,1,0,0,0
51,2,0,0,0
51,3,0,0,0
51,4,0,0,0
51,5,0,0,0
51,6,0,0,0
51,7,0,0,0
51,8,0,0,0
51,9,0,0,0
51,10,0,0,0
51,11,0,0,0
51,12,0,0,0
52,0,0,0,0
52,1,0,0,0
52,2,0,0,0
52,3,0,0,0
52,4,0,0,0
52,5,0,0,0
52,6,0,0,0
52,7,0,0,0
52,8,0,0,0
52,9,0,0,0
52,10,0,0,0
52,11,0,0,0
52,12,0,0,0
53,0,0,0,0
53,1,0,0,0
53,2,0,0,0
53,3,0,0,0
53,4,0,0,0
53,5,0,0,0
53,6,0,0,0
53,7,0,0,0
53,8,0,0,0
53,9,0,0,0
53,10,0,0,0
53,11,0,0,0
53,12,0,0,0
54,0,0,0,0
54,1,0,0,0
54,2,0,0,0
54,3,0,0,0
54,4,0,0,0
54,5,0,0,0
54,6,0,0,0
54,7,0,0,0
54,8,0,0,0
54,9,0,0,0
54,10,0,0,0
54,11,0,0,0
54,12,0,0,0
55,0,0,0,0
55,1,0,0,0
55,2,0,0,0
55,3,0,0,0
55,4,0,0,0
55,5,0,0,0
55,6,0,0,0
55,7,0,0,0
55,8,0,0,0
55,9,0,0,0
55,10,0,0,0
55,11,0,0,0
55,12,0,0,0
56,0,0,0,0
56,1,0,0,0
56,2,0,0,0
56,3,0,0,0
56,4,0,0,0
56,5,0,0,0
56,6,0,0,0
56,7,0,0,0
56,8,0,0,0
56,9,0,0,0
56,10,0,0,0
56,11,0,0,0
56,12,0,0,0
57,0,0,0,0
57,1,0,0,0
57,2,0,0,0
57,3,0,0,0
57,4,0,0,0
57,5,0,0,0
57,6,0,0,0
57,7,0,0,0
57,8,0,0,0
57,9,0,0,0
57,10,0,0,0
57,11,0,0,0
57,12,0,0,0
58,0,0,0,0
58,1,0,0,0
58,2,0,0,0
58,3,0,0,0
58,4,0,0,0
58,5,0,0,0
58,6,0,0,0
58,7,0,0,0
58,8,0,0,0
58,9,0,0,0
58,10,0,0,0
58,11,0,0,0
58,12,0,0,0
59,0,0,0,0
59,1,0,0,0
59,2,0,0,0
59,3,0,0,0
59,4,0,0,0
59,5,0,0,0
59,6,0,0,0
59,7,0,0,0
59,8,0,0,0
59,9,0,0,0
59,10,0,0,0
59,11,0,0,0
59,12,0,0,0
60,0,0,0,0
60,1,0,0,0
60,2,0,0,0
60,3,0,0,0
60,4,0,0,0
60,5,0,0,0
60,6,0,0,0
60,7,0,0,0
60,8,0,0,0
60,9,0,0,0
60,10,0,0,0
60,11,0,0,0
60,12,0,0,0
61,0,0,0,0
61,1,0,0,0
61,2,0,0,0
61,3,0,0,0
61,4,0,0,0
61,5,0,0,0
61,6,0,0,0
61,7,0,0,0
61,8,0,0,0
61,9,0,0,0
61,10,0,0,0
61,11,0,0,0
61,12,0,0,0
62,0,0,0,0
62,1,0,0,0
62,2,0,0,0
62,3,0,0,0
62,4,0,0,0
62,5,0,0,0
62,6,0,0,0
62,7,0,0,0
62,8,0,0,0
62,9,0,0,0
62,10,0,0,0
62,11,0,0,0
62,12,0,0,0
63,0,0,0,0
63,1,0,0,0
63,2,0,0,0
63,3,0,0,0
63,4,0,0,0
63,5,0,0,0
63,6,0,0,0
63,7,0,0,0
63,8,0,0,0
63,9,0,0,0
63,10,0,0,0
63,11,0,0,0
63,12,0,0,0
64,0,0,0,0
64,1,0,0,0
64,2,0,0,0
64,3,0,0,0
64,4,0,0,0
64,5,0,0,0
64,6,0,0,0
64,7,0,0,0
64,8,0,0,0
64,9,0,0,0
64,10,0,0,0
64,11,0,0,0
64,12,0,0,0
65,0,0,0,0
65,1,0,0,0
65,2,0,0,0
65,3,0,0,0
65,4,0,0,0
65,5,0,0,0
65,6,0,0,0
65,7,0,0,0
65,8,0,0,0
65,9,0,0,0
65,10,0,0,0
65,11,0,0,0
65,12,0,0,0
66,0,0,0,0
66,1,0,0,0
66,2,0,0,0
66,3,0,0,0
66,4,0,0,0
66,5,0,0,0
66,6,0,0,0
66,7,0,0,0
66,8,0,0,0
66,9,0,0,0
66,10,0,0,0
66,11,0,0,0
66,12,0,0,0
67,0,0,0,0
67,1,0,0,0
67,2,0,0,0
67,3,0,0,0
67,4,0,0,0
67,5,0,0,0
67,6,0,0,0
67,7,0,0,0
67,8,0,0,0
67,9,0,0,0
67,10,0,0,0
67,11,0,0,0
67,12,0,0,0
68,0,0,0,0
68,1,0,0,0
68,2,0,0,0
68,3,0,0,0
68,4,0,0,0
68,5,0,0,0
68,6,0,0,0
68,7,0,0,0
68,8,0,0,0
68,9,0,0,0
68,10,0,0,0
68,11,0,0,0
68,12,0,0,0
69,0,0,0,0
69,1,0,0,0
69,2,0,0,0
69,3,0,0,0
69,4,0,0,0
69,5,0,0,0
69,6,0,0,0
69,7,0,0,0
69,8,0,0,0
69,9,0,0,0
69,10,0,0,0
69,11,0,0,0
69,12,0,0,0
70,0,124,197,189
70,1,10,10,14
70,2,43,52,52
70,3,34,48,45
70,4,13,12,17
70,5,10,10,14
70,6,6,5,9
70,7,10,11,15
70,8,9,8,12
70,9,13,15,19
70,10,10,10,15
70,11,13,14,18
70,12,14,15,19
71,0,124,197,188
71,1,10,10,15
71,2,35,49,51
71,3,34,48,44
71,4,20,19,22
71,5,10,9,14
71,6,6,5,9
71,7,12,12,17
71,8,10,8,14
71,9,14,14,19
71,10,11,10,16
71,11,13,14,19
71,12,14,15,20
72,0,123,195,187
72,1,10,10,15
72,2,26,43,46
72,3,34,48,44
72,4,43,41,38
72,5,10,9,14
72,6,6,5,8
72,7,12,12,17
72,8,9,8,13
72,9,13,14,19
72,10,11,11,16
72,11,13,15,19
72,12,13,13,18
73,0,107,169,161
73,1,10,9,15
73,2,25,38,41
73,3,34,46,43
73,4,58,52,47
73,5,11,11,15
73,6,6,4,9
73,7,13,12,18
73,8,10,8,13
73,9,14,14,19
73,10,18,16,20
73,11,13,12,17
73,12,13,11,16
74,0,83,126,118
74,1,9,9,13
74,2,22,28,32
74,3,33,44,41
74,4,33,28,29
74,5,13,12,17
74,6,6,4,9
74,7,12,11,16
74,8,9,8,13
74,9,12,12,17
74,10,26,23,24
74,11,10,10,15
74,12,29,25,25
75,0,65,88,79
75,1,9,7,13
75,2,18,20,23
75,3,32,43,40
75,4,10,9,14
75,5,13,12,17
75,6,6,5,9
75,7,12,10,16
75,8,9,7,13
75,9,11,9,14
75,10,19,14,18
75,11,10,8,13
75,12,31,24,25
76,0,65,87,77
76,1,9,7,12
76,2,17,18,21
76,3,32,43,40
76,4,12,12,16
76,5,11,10,14
76,6,6,5,9
76,7,21,16,18
76,8,9,7,12
76,9,10,8,14
76,10,10,7,12
76,11,10,8,13
76,12,29,20,21
77,0,76,115,104
77,1,9,7,11
77,2,18,23,25
77,3,32,44,40
77,4,39,51,48
77,5,10,9,13
77,6,6,4,8
77,7,28,24,24
77,8,9,7,12
77,9,10,9,14
77,10,10,8,13
77,11,10,9,14
77,12,16,14,17
78,0,99,156,148
78,1,9,8,13
78,2,23,34,36
78,3,32,45,41
78,4,21,25,28
78,5,11,10,15
78,6,6,5,8
78,7,44,38,36
78,8,10,9,14
78,9,10,9,14
78,10,10,9,14
78,11,13,13,17
78,12,17,20,24
79,0,76,113,103
79,1,9,8,13
79,2,19,24,27
79,3,32,44,40
79,4,15,16,20
79,5,12,13,17
79,6,6,5,9
79,7,27,23,25
79,8,11,10,16
79,9,10,9,14
79,10,11,11,16
79,11,11,9,15
79,12,11,10,15
80,0,102,161,152
80,1,9,9,13
80,2,25,37,39
80,3,33,45,42
80,4,10,9,14
80,5,13,13,17
80,6,6,5,8
80,7,14,13,18
80,8,12,12,17
80,9,9,7,12
80,10,10,9,14
80,11,11,11,16
80,12,9,8,13
81,0,70,102,91
81,1,10,8,13
81,2,18,22,24
81,3,32,44,40
81,4,10,8,14
81,5,12,13,17
81,6,6,5,9
81,7,10,7,13
81,8,11,9,15
81,9,10,7,13
81,10,10,8,14
81,11,11,9,14
81,12,10,7,13
82,0,96,151,143
82,1,10,7,13
82,2,24,34,36
82,3,32,45,41
82,4,10,8,14
82,5,13,13,17
82,6,6,4,9
82,7,10,7,13
82,8,11,8,15
82,9,10,7,13
82,10,10,8,15
82,11,12,10,16
82,12,10,7,13
83,0,91,141,133
83,1,10,8,14
83,2,23,32,35
83,3,32,44,41
83,4,10,8,15
83,5,13,13,17
83,6,6,4,9
83,7,10,7,15
83,8,11,8,15
83,9,10,8,14
83,10,11,8,15
83,11,11,9,15
83,12,10,7,14
84,0,77,115,106
84,1,10,8,13
84,2,20,25,28
84,3,32,44,41
84,4,10,7,13
84,5,13,12,17
84,6,6,4,9
84,7,28,23,25
84,8,10,8,13
84,9,11,9,15
84,10,10,8,14
84,11,10,7,13
84,12,10,7,13
85,0,93,146,138
85,1,9,8,13
85,2,23,33,35
85,3,32,44,41
85,4,10,10,15
85,5,11,9,15
85,6,6,4,8
85,7,18,15,19
85,8,9,6,12
85,9,11,10,16
85,10,17,19,23
85,11,10,7,13
85,12,13,13,19
86,0,65,87,77
86,1,9,8,13
86,2,16,17,20
86,3,31,43,40
86,4,12,11,16
86,5,11,9,14
86,6,6,4,8
86,7,9,7,12
86,8,9,7,12
86,9,11,9,14
86,10,10,8,14
86,11,9,7,12
86,12,10,9,14
87,0,65,87,78
87,1,9,7,12
87,2,17,18,21
87,3,32,43,40
87,4,11,9,14
87,5,12,10,15
87,6,6,4,9
87,7,20,14,17
87,8,9,7,12
87,9,11,9,15
87,10,19,20,25
87,11,9,7,12
87,12,10,8,13
88,0,65,87,78
88,1,9,7,12
88,2,17,18,21
88,3,32,43,40
88,4,9,7,13
88,5,12,10,16
88,6,6,4,9
88,7,32,23,24
88,8,10,8,14
88,9,11,9,15
88,10,10,8,13
88,11,9,7,12
88,12,10,7,13
89,0,65,87,78
89,1,9,7,12
89,2,17,18,21
89,3,32,43,40
89,4,9,7,13
89,5,12,11,16
89,6,6,4,9
89,7,30,22,23
89,8,11,9,15
89,9,11,8,15
89,10,10,7,13
89,11,9,6,12
89,12,10,7,13
90,0,65,87,78
90,1,9,7,12
90,2,16,18,21
90,3,32,42,40
90,4,9,7,12
90,5,12,10,15
90,6,6,4,8
90,7,30,22,23
90,8,10,8,14
90,9,10,8,14
90,10,10,8,13
90,11,9,6,12
90,12,9,7,13
91,0,65,87,77
91,1,9,7,12
91,2,17,18,22
91,3,32,43,40
91,4,11,9,14
91,5,11,10,15
91,6,6,4,8
91,7,31,22,24
91,8,10,7,13
91,9,11,8,15
91,10,10,8,14
91,11,9,6,12
91,12,10,7,13
92,0,65,87,78
92,1,9,7,12
92,2,17,18,22
92,3,32,43,40
92,4,12,11,16
92,5,11,10,15
92,6,6,4,9
92,7,31,22,24
92,8,10,7,13
92,9,11,9,15
92,10,10,9,14
92,11,9,6,12
92,12,10,7,13
93,0,65,87,78
93,1,9,7,12
93,2,17,18,22
93,3,32,43,40
93,4,13,12,17
93,5,12,10,15
93,6,6,4,8
93,7,32,22,24
93,8,10,8,13
93,9,11,9,15
93,10,11,8,14
93,11,9,6,12
93,12,10,8,14
94,0,65,87,78
94,1,9,6,12
94,2,17,18,22
94,3,32,43,39
94,4,14,14,18
94,5,12,10,15
94,6,6,4,8
94,7,33,23,25
94,8,10,8,13
94,9,11,9,15
94,10,10,8,14
94,11,9,6,12
94,12,9,7,13
95,0,65,87,78
95,1,9,7,12
95,2,17,18,22
95,3,32,43,39
95,4,9,7,13
95,5,13,11,16
95,6,6,4,9
95,7,32,23,24
95,8,10,8,13
95,9,10,8,14
95,10,9,7,12
95,11,9,6,12
95,12,9,7,13
96,0,64,87,77
96,1,9,7,12
96,2,17,18,21
96,3,32,43,39
96,4,9,8,12
96,5,13,12,16
96,6,6,4,8
96,7,26,19,21
96,8,9,8,12
96,9,10,8,12
96,10,10,8,13
96,11,9,7,12
96,12,9,7,12
97,0,65,87,78
97,1,9,7,12
97,2,17,18,22
97,3,32,42,39
97,4,9,7,13
97,5,13,12,17
97,6,6,4,8
97,7,21,15,19
97,8,10,7,13
97,9,10,7,13
97,10,11,10,15
97,11,9,7,13
97,12,10,7,13
98,0,65,87,78
98,1,9,6,12
98,2,17,18,22
98,3,32,42,39
98,4,10,7,13
98,5,13,12,17
98,6,6,4,9
98,7,19,13,18
98,8,10,8,13
98,9,10,8,13
98,10,12,11,16
98,11,9,7,13
98,12,9,7,13
99,0,65,87,78
99,1,9,7,12
99,2,17,18,22
99,3,32,42,39
99,4,9,7,13
99,5,13,12,17
99,6,6,4,8
99,7,19,13,17
99,8,12,9,14
99,9,10,8,13
99,10,13,11,16
99,11,9,7,12
99,12,10,7,13
100,0,65,87,78
100,1,9,7,12
100,2,17,18,21
100,3,32,43,39
100,4,9,7,13
100,5,13,12,17
100,6,6,4,8
100,7,19,12,17
100,8,14,11,15
100,9,10,8,13
100,10,13,13,17
100,11,9,6,12
100,12,9,7,13
101,0,65,87,78
101,1,9,7,12
101,2,17,18,22
101,3,32,42,40
101,4,9,7,13
101,5,13,12,17
101,6,6,4,9
101,7,19,13,18
101,8,14,11,15
101,9,11,9,15
101,10,14,14,19
101,11,9,6,12
101,12,10,7,13
102,0,65,87,78
102,1,9,7,12
102,2,17,18,22
102,3,32,42,40
102,4,9,7,13
102,5,13,12,17
102,6,6,4,9
102,7,18,14,18
102,8,12,9,14
102,9,11,9,15
102,10,14,14,19
102,11,9,6,12
102,12,10,8,13
103,0,65,87,78
103,1,9,7,12
103,2,17,18,22
103,3,32,42,40
103,4,9,7,12
103,5,13,12,17
103,6,6,4,9
103,7,15,12,17
103,8,9,7,12
103,9,11,9,15
103,10,12,12,17
103,11,9,6,12
103,12,11,10,15
104,0,65,87,77
104,1,9,6,12
104,2,17,18,21
104,3,31,43,39
104,4,9,6,12
104,5,12,11,16
104,6,6,4,8
104,7,12,11,16
104,8,9,6,11
104,9,11,9,14
104,10,12,10,15
104,11,9,6,11
104,12,12,11,16
105,0,65,87,78
105,1,9,6,12
105,2,17,18,21
105,3,32,43,39
105,4,9,7,12
105,5,13,12,16
105,6,6,4,8
105,7,11,9,14
105,8,9,6,12
105,9,11,8,14
105,10,12,10,16
105,11,9,6,12
105,12,14,13,18
106,0,65,87,77
106,1,9,7,12
106,2,17,18,22
106,3,32,42,40
106,4,9,7,13
106,5,13,12,17
106,6,6,4,8
106,7,10,8,14
106,8,9,6,12
106,9,10,8,14
106,10,11,10,15
106,11,9,6,12
106,12,14,14,18
107,0,65,87,78
107,1,9,7,12
107,2,17,18,21
107,3,32,42,40
107,4,9,7,13
107,5,13,12,16
